ID;parent_ID;title;hierarchyLevel
565cc458-d121-44b1-b667-fe3a63313e40;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
cb73e82d-f519-4812-9512-3e45a4a1e802;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
22ef24b7-ea25-433a-9070-3322220dd3a9;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
2c7c6ea8-6268-4a67-a2b7-f13cf5cb57a5;316a0ab1-1db6-4577-a0aa-e959a1fbab88;02-Helpdesk;1
a16f933c-9559-4a46-81e7-da0c895e0e68;316a0ab1-1db6-4577-a0aa-e959a1fbab88;02-Helpdesk;1
285b96fd-74d7-4b89-9917-189370a6ead4;316a0ab1-1db6-4577-a0aa-e959a1fbab88;02-Helpdesk;1
6a87d28b-bae8-4d7e-922b-d5e7569b4ca9;316a0ab1-1db6-4577-a0aa-e959a1fbab88;03-Neueinführung;1
7dd60c61-74f5-42bf-8bf0-132cc8f6614d;316a0ab1-1db6-4577-a0aa-e959a1fbab88;03-Neueinführung;1
8e71e3b0-33d7-488d-bb96-0fdeb6026728;316a0ab1-1db6-4577-a0aa-e959a1fbab88;03-Neueinführung;1
51f10b09-e6c1-4523-8081-6c95453a7b67;316a0ab1-1db6-4577-a0aa-e959a1fbab88;03-Neueinführung;1
2a1dbdb0-8d7e-4658-8821-d5674125e2ef;316a0ab1-1db6-4577-a0aa-e959a1fbab88;04-Beschaffung;1
aa6ed0ca-f460-4e35-9c15-5ad543304f30;316a0ab1-1db6-4577-a0aa-e959a1fbab88;04-Beschaffung;1
49e41a21-2428-4a35-8076-e3ca91225820;316a0ab1-1db6-4577-a0aa-e959a1fbab88;04-Beschaffung;1
57645214-f44c-4381-8fd1-3dbfb8424a73;316a0ab1-1db6-4577-a0aa-e959a1fbab88;04-Beschaffung;1
9fe726f6-1d85-4f16-8d1f-1fd287122bdb;316a0ab1-1db6-4577-a0aa-e959a1fbab88;04-Beschaffung;1
8a4b9267-8d4a-4e19-bb3d-bfce00807edd;316a0ab1-1db6-4577-a0aa-e959a1fbab88;04-Beschaffung;1
7cf5db98-5b9a-4234-ab1f-97af4275872b;316a0ab1-1db6-4577-a0aa-e959a1fbab88;05-Inventur;1
934b7ffd-b68e-4901-a423-8d5575c5c19a;316a0ab1-1db6-4577-a0aa-e959a1fbab88;05-Inventur;1
9ae33ab9-e820-468b-93cf-dd8330984835;316a0ab1-1db6-4577-a0aa-e959a1fbab88;06-SAP;1
7da459db-973c-41dd-804c-55d1a3675674;316a0ab1-1db6-4577-a0aa-e959a1fbab88;06-SAP;1
bae49311-a9c6-4536-8064-32c6741bd3f9;fef48bab-d43e-4705-bc02-f1215bceac72;01-Dynamisierung Anlagenbilder;1
b7c0169b-ac22-425b-a60e-137572b4b9e2;3160c5e1-3199-4ff3-8baf-d56020183392;19-Masterprojekt Hybris Marketing;1
6ced9919-fd87-4055-9c1b-455f1473bfe9;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;01-Koordination;1
9923fee8-92e0-4522-8da6-74a026d4e335;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;05-Konzepterstellung MFS;1
96a2f2ce-f377-4a9a-b49e-d7ca6f6b89ea;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;06-Realisierung;1
84d6b055-7a3e-41a2-b5c0-452d6e66e968;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;07-Tests;1
cd0953aa-8d80-4fe0-9962-d9825d062302;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;08-Unterstützung Releasewechsel;1
c5e2f86b-7229-49fb-82c8-354d2f02ec5d;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;08-Unterstützung Releasewechsel;1
be9d52b6-ef49-4dd0-9efb-91b7b5f7906f;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;08-Unterstützung Releasewechsel;1
b3a74fc9-31ad-4a3f-9d96-d58a08f6d294;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;09-Betreuung Produktivbetrieb;1
60664212-3b9c-41ae-add9-25ed2d79eb81;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;09-Betreuung Produktivbetrieb;1
4458caf5-f359-401c-bb83-e47d024fc53d;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;09-Betreuung Produktivbetrieb;1
3adc4a3b-509e-4fe3-aa5a-0cfcaf8e6b4a;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;10-SAP-Pco;1
5532a04c-9536-4ddb-9177-57dab09a683e;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;10-SAP-Pco;1
44697012-f521-4085-9f46-032d060942bb;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;11-CR E-Mail Versand;1
cc8de22b-875a-4f18-9c4b-ac901abdbe23;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;11-CR E-Mail Versand;1
4546aa26-e328-47e1-999e-0d3a54535c7e;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;70-Unterstützung;1
8b03fc56-8a50-4857-b7dd-e7ca4876d034;4da2f478-fb76-44b0-8783-48ba0353f228;01-Koordination;1
f34c8000-325a-42c1-b642-437a1dfaaeeb;4da2f478-fb76-44b0-8783-48ba0353f228;01-Koordination;1
32a3e6ba-f5d5-411c-b990-689fe9cfb917;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
a316fcff-56c3-47e3-8c04-01945e9f6914;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
64ab3504-3371-4009-b6fa-d51fc0c20089;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
33342067-ccfb-40fd-8a9d-1c57d532d881;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
bb08f3eb-1cb3-419c-9731-03dcff066a9f;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
0fc26315-724a-4452-81fc-dcd0ad542b03;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHD's/Tickets;1
