ID;parent_ID;title;shallowReference;validFrom;validTo;hierarchyLevel;tenant;mappingID
d6446234-8037-3a4c-f4c7-4528f69ac66a;288d547f-d16d-6df5-13c3-17de3f11c50d;Hängende TB_ONE IDocs;30760;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30760 Hängende TB_ONE IDocs
1fee2ba4-ed7d-ea61-559e-98a0d7d66aaf;288d547f-d16d-6df5-13c3-17de3f11c50d;Änderungen relevante Metadaten;30761;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30761 Änderungen relevante Metadaten
cb23cf66-76ed-e15c-d472-0ef05e705de5;288d547f-d16d-6df5-13c3-17de3f11c50d; SAP Schreibmaschine zsd_071 funktioniert nicht;30763;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30763 P01 - SAP Schreibmaschine zsd_071 funktioniert nicht
17535683-acb8-279d-e782-c0b86d883f1f;288d547f-d16d-6df5-13c3-17de3f11c50d;Guscheinkauf mit negativem Wert - Storno;30764;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30764 P01 - PDF-Guscheinkauf mit negativem Wert - Storno
95b04526-10dd-f60b-d51f-21b39a46b8a3;288d547f-d16d-6df5-13c3-17de3f11c50d;Bedingungen für Retourenlabel;30766;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30766 Bedingungen für Retourenlabel
ad1fed73-ab85-a9f8-166f-88ebf0e859e9;288d547f-d16d-6df5-13c3-17de3f11c50d;Erfassung;30772;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30772 Optimierung IBAN-Erfassung
05589ee2-29d6-f3a1-0567-43a450f73f9c;288d547f-d16d-6df5-13c3-17de3f11c50d;IDOCs lassen sich nicht verarbeiten;30773;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30773 TradeByte-IDOCs lassen sich nicht verarbeiten
9759bae5-3d9a-41df-905f-a7658ddc2bc1;288d547f-d16d-6df5-13c3-17de3f11c50d;Unschärfe bei der Zuteilung von Sperrig Wägen;30782;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30782 Unschärfe bei der Zuteilung von Sperrig Wägen
c2641e87-dfcc-29f8-6415-ba51e9595d22;288d547f-d16d-6df5-13c3-17de3f11c50d;Typ G 11K Reithalle;30788;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30788 Neuer Behälter-Typ G 11K Reithalle
adf1a025-8d3a-1305-1e9a-658fa4092ae3;288d547f-d16d-6df5-13c3-17de3f11c50d;Lager;30791;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30791 Fehler bei Einlagerung ins Kons.-Lager
29f7f117-b7a4-446c-f122-8bdc40fdcbf5;288d547f-d16d-6df5-13c3-17de3f11c50d;Amazon FBA Fakturen automatisieren;30796;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30796 Amazon FBA Fakturen automatisieren
8282550c-7677-ed17-da36-fc2e59239314;288d547f-d16d-6df5-13c3-17de3f11c50d;Transaktion SOSG zeigt keine Werkstattmails an;30804;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30804 Transaktion SOSG zeigt keine Werkstattmails an
eb90e9cd-905d-6d20-c149-83626806aeb9;288d547f-d16d-6df5-13c3-17de3f11c50d;Bestände MDE (Flexusanwendung) stimmen nicht mit SAP;30806;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30806 Bestände MDE (Flexusanwendung) stimmen nicht mit SAP
4f78c309-d00f-df50-eeca-0ce3045da08a;288d547f-d16d-6df5-13c3-17de3f11c50d;Inventurerweiterung Werkstattauswertung;30837;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30837 Inventurerweiterung Werkstattauswertung
80e3007f-a918-87ab-caee-e3a0c4143af6;288d547f-d16d-6df5-13c3-17de3f11c50d;Auftäge;30838;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30838 Status für C&C-Auftäge
59ec7b7d-ee5f-90f8-33d8-6ae36dc9140d;288d547f-d16d-6df5-13c3-17de3f11c50d; Anton Tester Auftrag;30856;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30856 P01 - Anton Tester Auftrag
a271986b-1d44-eca6-088b-f68f9eed95ab;288d547f-d16d-6df5-13c3-17de3f11c50d;Preispflege Kasse/Cloud Staffelpreis Fehler;30877;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30877 Preispflege Kasse/Cloud Staffelpreis Fehler
08f6cd09-47bc-4548-c257-c1cf74a70df5;288d547f-d16d-6df5-13c3-17de3f11c50d;Optimierung Packprozess;30922;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30922 Optimierung Packprozess
1f5c1458-e400-3d95-9c25-3260db8c1515;288d547f-d16d-6df5-13c3-17de3f11c50d;Optimierung FR Prozesse;30924;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30924 Optimierung FR Prozesse
d064b41d-2a13-9add-7d6a-7175b536cf7d;288d547f-d16d-6df5-13c3-17de3f11c50d;Sperrung Personalkarten;30932;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30932 Sperrung Personalkarten
